Size (sq ft),Location,Security,Garage,Floor_Number,Number_of_Rooms,Built_Year,Price (in $1000s)
2433,1,1,1,14,5,1999,310.35
2512,0,1,1,8,7,2004,278.84
868,0,0,1,1,7,1986,118.46
2910,1,1,1,15,6,1997,381.68
3630,1,1,1,15,7,2022,461.1
2923,1,0,1,15,2,1980,291.42
3240,0,1,0,8,4,2002,293.58
1598,0,0,0,2,2,2011,123.58
3546,0,0,1,15,3,2016,323.98
1261,0,1,1,6,6,1985,162.41
1379,0,1,1,12,9,1983,195.35
997,0,1,0,10,9,2015,187.84
1730,0,0,1,4,6,1991,212.9
3863,0,0,1,10,6,2009,382.22
2086,1,0,1,13,4,2002,249.03
2749,1,1,0,8,9,1991,360.26
1070,0,0,1,11,9,1982,158.73
3529,1,0,1,11,8,2002,435.54
3515,0,0,0,9,8,1992,335.34
3176,0,1,0,2,10,1990,345.82
1137,0,1,1,10,7,1991,165.97
1106,1,1,1,13,10,1982,244.11
859,1,1,0,6,6,2021,191.65
2410,0,0,0,14,5,1986,225.68
2507,1,0,1,12,2,2018,264.95
3480,0,0,0,10,10,1992,377.94
1787,0,0,0,1,8,2014,221.27
2604,1,0,0,6,2,1994,273.42
2778,1,0,1,4,6,2014,338.58
3566,1,1,1,1,10,2021,484.55
2592,0,1,1,3,9,2024,346.87
1755,0,0,0,13,7,2018,190.37
1726,0,0,1,2,10,2012,244.57
2885,1,1,0,2,4,1982,308.64
2280,0,1,1,1,7,2023,278.95
3635,0,0,1,10,5,2018,371.18
2685,0,0,1,10,2,1994,216.18
3615,0,0,1,11,4,1982,338.42
2532,1,1,0,5,3,2023,314.59
1111,0,1,0,6,3,2012,119.53
1781,1,0,1,15,9,1984,258.05
599,0,0,0,8,7,2019,120.18
543,0,0,0,5,10,1995,142.98
2417,1,1,0,15,10,2019,364.7
667,0,0,0,7,9,1995,138.77
3305,1,1,0,13,5,1980,356.77
1291,1,0,1,6,10,2012,254.91
3656,1,0,1,4,3,2003,387.18
528,0,1,0,7,7,2024,127.14
2391,0,0,1,4,3,1991,238.98
2041,0,1,1,1,3,2014,217.56
3089,0,0,0,15,5,1984,284.11
3165,1,0,0,8,7,2024,391.82
772,1,1,0,10,5,2007,181.6
1980,1,0,1,15,10,1999,322.44
3129,0,0,0,7,6,1999,281.18
1760,1,1,0,11,4,2021,236.48
3438,1,0,0,14,5,2020,370.36
2206,0,0,1,12,2,2002,212.62
2119,1,0,0,2,9,2017,295.32
2882,1,1,1,15,9,2006,396.33
1109,1,1,1,8,2,2017,205.5
3667,0,1,0,14,6,1987,351.01
1044,0,1,0,1,2,2004,110.9
3442,1,0,1,12,4,2002,373.11
3671,0,0,0,8,10,1998,392.69
2822,0,0,0,13,7,1992,274.09
647,1,1,0,7,4,1984,122.74
3913,0,1,1,14,3,2009,379.09
2557,0,1,0,15,7,1987,284.68
3443,0,1,0,1,8,1993,358.27
1701,1,1,1,3,9,2021,311.14
1415,0,0,0,11,6,2021,188.01
1792,1,0,1,5,7,2018,273.62
3792,0,1,1,3,5,2001,357.18
3124,0,1,1,13,7,2021,359
3065,0,1,0,13,2,2002,291.88
1692,1,0,0,14,3,2023,216.45
906,0,1,0,9,2,2015,119.85
1623,0,0,1,10,6,2003,209.3
3172,0,0,1,12,5,2018,314.86
3511,1,0,0,15,6,1984,381.3
2094,1,1,1,13,9,2023,344.75
3284,0,1,0,10,7,1996,343.45
2838,1,0,1,8,10,2016,379.67
2483,1,0,0,9,4,1980,251.24
3006,0,1,0,8,3,2009,288.83
2760,0,0,1,14,3,1994,232.89
2592,0,0,0,4,2,1983,186.78
971,1,0,1,11,9,1999,201.25
2444,0,1,0,5,9,2001,286.95
1376,0,0,0,5,8,2014,197.94
1282,1,1,1,11,6,2011,236.05
3950,1,1,1,4,2,1991,384.17
3611,0,0,1,1,7,2021,379.76
2364,0,1,1,9,9,2023,294.77
3802,0,1,1,12,9,1983,404.51
3722,0,1,1,7,10,2000,432.76
2297,1,1,0,14,4,1984,256.59
1994,0,0,1,7,4,2003,222.01
3599,1,1,1,12,6,2019,439.61
743,0,1,0,9,2,1996,93.01
2011,1,1,1,15,2,2008,267.1
1453,0,1,1,2,6,2005,213.9
598,1,0,0,6,10,1992,161.62
2716,1,1,1,15,7,2003,370.05
936,0,0,1,14,10,2016,191.43
1840,1,1,1,12,5,1999,261.43
1060,1,0,1,4,5,1983,179.36
3466,1,1,1,7,10,2007,452.29
2132,0,1,1,4,9,2019,292.98
1264,0,0,0,11,8,2022,196.8
2042,1,1,1,2,10,2019,362.07
2875,0,1,1,3,6,1989,311.46
3921,0,1,1,3,9,2015,417.87
3919,0,1,0,12,10,1998,414.5
922,1,0,0,6,6,2007,193.45
1027,1,0,1,2,6,2011,208
2287,1,0,1,8,5,2024,281.19
3070,0,1,0,7,10,1996,334.62
2021,1,1,0,4,6,2005,276.97
2588,0,1,0,15,3,1983,255.19
1907,0,1,0,9,10,1981,247.09
1913,0,0,0,1,8,2020,226.52
3131,1,1,1,4,7,1995,372.27
1562,1,1,0,5,7,1983,239.3
1011,0,1,0,9,6,1983,132.87
2820,1,0,0,3,4,1994,300.09
3016,0,1,0,13,2,1992,276.73
3264,1,1,1,9,3,2015,351.17
2675,1,1,1,1,2,1992,285.09
2745,0,1,1,3,3,2002,270.54
2918,0,0,0,1,2,1990,242.46
3576,0,0,0,12,3,2022,311.08
1493,1,1,1,14,9,2007,300.99
731,0,1,1,8,7,2000,131.9
3066,0,1,1,1,10,2016,375.92
2345,1,0,0,13,8,2023,325.41
543,1,0,1,1,7,2022,176.47
3629,1,0,0,6,10,2005,434.96
1552,1,1,1,11,6,2011,254.98
2086,0,1,0,2,8,2017,274.18
1605,0,0,1,8,9,1998,224.19
831,0,1,0,7,4,2012,100.55
3899,0,0,0,5,4,2003,326.72
584,0,1,1,10,9,1981,169.54
2062,0,0,0,10,7,1987,232.03
3922,1,1,0,9,5,1997,410.39
932,0,0,0,15,5,1993,125.42
3953,1,1,0,4,6,2011,448.23
1014,0,1,1,7,2,1982,133.45
2245,0,1,1,5,7,2009,258.35
3794,0,0,0,6,9,1998,383.68
899,0,0,1,14,5,1986,135.23
1758,0,0,1,7,4,1993,168.65
1825,0,0,1,11,3,2011,173.82
2700,0,1,0,8,5,1991,278.9
3789,0,0,0,10,5,2016,364.42
2246,1,1,1,14,7,2009,345.34
1086,1,1,0,8,5,2001,193.37
809,1,1,1,11,7,2011,213.49
3134,0,1,0,9,5,2007,319.64
2833,0,0,1,14,7,1992,298.94
1683,1,0,1,11,9,2005,293.17
3303,0,0,0,10,10,2005,354.99
3103,0,1,1,6,3,1985,281.31
2005,1,1,1,2,8,2006,312.05
3529,1,1,0,15,9,2005,418.86
3523,1,0,0,2,5,2016,393.49
725,0,1,0,12,9,2006,144.25
3893,1,0,0,14,6,1981,389.29
1578,0,0,0,3,8,2008,186.93
3395,1,0,0,6,2,1989,328.83
2056,1,1,1,5,5,1996,285.67
2856,0,1,1,10,7,2010,330.05
1878,0,0,0,10,3,2024,197.39
1744,1,0,1,1,9,2017,291.41
2441,0,0,0,13,6,1986,247.2
672,0,0,0,6,8,2017,148.37
1236,1,1,1,6,10,2006,258.66
520,0,1,1,9,9,2021,172.47
2947,0,0,1,9,5,1997,283.1
3657,1,0,0,11,10,2015,434.78
1883,0,1,1,2,5,2003,215.13
2622,1,1,1,1,6,2016,363.8
617,0,1,0,10,7,2016,127.75
927,0,0,0,3,10,1994,158.58
2029,1,0,1,11,9,1985,291.87
1253,1,1,0,5,2,2000,172.56
1093,0,1,1,10,10,2021,232.94
3115,0,1,0,1,6,2009,308.78
1654,1,0,1,12,4,1994,222.3
2130,0,0,0,5,10,1980,259.21
3891,1,0,1,8,7,2022,440.53
2514,1,0,0,4,10,2018,339.92
3198,0,0,1,12,5,2021,337.4
3359,0,0,1,8,2,2009,298.97
965,1,1,0,14,9,1996,207.39
3744,1,0,0,9,10,2021,461.64
1944,1,0,1,10,6,1989,244.55
1024,1,1,0,10,5,1987,180.07
3359,1,0,0,14,8,1994,388.48
757,1,1,0,2,3,1996,147.9
2693,1,0,0,15,2,1998,256.84
2786,1,0,1,4,2,1993,281.28
3442,1,1,0,12,10,2001,421.17
2088,0,0,0,11,2,2015,201.71
2780,1,0,0,4,5,1997,314.37
1763,0,1,0,5,9,1982,246.96
3044,1,0,1,4,8,1980,380.69
1368,1,1,1,1,10,2013,304.97
2385,0,1,0,11,9,2013,307.46
2592,1,1,0,3,9,2014,356.63
1410,1,0,1,11,7,2018,262.9
2457,1,0,0,3,4,2001,272.08
3842,1,0,1,1,2,2017,399.76
3846,1,0,0,9,4,1992,362.19
542,1,1,0,13,4,2013,159.43
1518,0,0,0,9,7,1987,181.61
3829,1,0,0,3,2,1998,369.98
1685,1,0,0,2,8,1980,231.68
2674,0,1,1,4,3,2017,261.52
1518,0,1,1,10,9,1999,214.63
3775,0,0,1,11,10,2007,399.88
3434,0,0,0,9,2,2000,268.76
624,1,1,1,2,9,2001,212.83
1885,0,0,0,11,7,2007,217.9
1554,0,0,0,12,6,2002,185.58
3890,0,1,1,4,5,1986,382.31
2544,1,1,1,9,10,1983,351.93
2321,1,0,1,3,5,2003,273.04
514,0,1,0,8,8,2011,150.76
3057,0,0,1,5,2,1982,245.21
799,1,1,1,8,9,1991,225.6
1036,0,1,0,14,7,1999,151.08
1807,0,1,0,8,7,2002,211.55
1978,1,0,0,6,5,2024,257.96
1757,0,0,0,14,2,2012,161.72
723,0,1,0,8,8,1992,134.54
3065,1,1,0,8,6,1989,351.43
692,0,0,0,13,10,2016,135.01
3035,1,0,1,11,6,2014,361.44
1035,0,0,1,4,6,1983,143.06
3139,1,1,1,9,7,1996,373.85
1169,1,0,0,6,7,2016,215.28
2592,0,0,1,15,5,2006,279.32
2792,1,0,0,12,4,2019,303.35
3765,0,1,1,12,5,1993,376.58
2729,0,0,0,9,2,2019,235.95
3425,0,0,1,9,9,2014,375.81
775,1,0,1,11,9,1986,198.3
2616,1,0,0,3,8,1985,338.67
3438,0,1,0,12,4,2018,328.9
1170,1,1,0,1,9,2015,229.81
2856,0,0,0,14,5,2016,271.7
1973,1,1,1,2,4,2016,283.84
3199,1,1,1,11,2,1994,345.22
948,1,0,1,13,10,2022,239.02
957,1,0,1,5,2,2004,137.56
3202,1,0,1,6,10,1989,418.85
1160,0,1,1,14,2,2002,140.82
2329,1,1,1,9,8,2012,337.39
1166,0,0,0,11,5,1992,141.28
648,0,0,1,12,8,1980,115.5
1772,1,0,0,9,3,1993,217.33
1307,1,0,1,7,5,2003,225.55
2890,1,0,0,7,6,1980,321.25
2582,1,1,0,10,3,2020,295.35
3691,1,0,1,13,2,2008,389.07
3408,0,0,0,1,7,1989,321.08
2779,0,0,0,10,2,2004,239.92
2234,0,0,1,6,10,2002,291.95
725,1,1,1,1,4,1981,163.17
966,1,0,1,2,8,1999,197.87
3480,0,0,0,9,6,1989,337.03
1513,1,0,1,8,6,2022,237.75
2735,0,1,0,8,7,2011,289.66
2358,0,1,0,1,4,2013,234.32
1957,1,1,1,6,4,1994,254.46
3110,1,0,0,5,8,1993,375.22
3731,1,1,1,10,9,1998,455.69
1054,0,0,0,10,2,2022,95.26
756,0,1,0,2,9,1996,174.1
606,1,0,1,15,10,1986,177.14
3742,1,1,1,8,10,2014,488.3
1985,1,0,1,10,3,1987,241.43
2303,0,0,1,3,8,2016,271.53
924,0,1,0,1,9,2011,178.44
518,0,1,1,5,6,1998,108.54
3744,0,1,0,7,8,1996,377.2
2607,0,1,0,6,5,2012,252.45
1700,0,0,0,14,7,2003,192.92
3706,1,0,0,8,7,1985,413.17
2072,1,1,0,12,10,2000,312.15
2519,0,1,1,15,10,1995,319.15
1551,1,0,1,3,9,2011,285.85
2711,0,0,1,11,4,2017,255.14
1001,0,0,1,1,5,2016,158.44
2536,1,0,1,8,6,2012,335.67
640,1,0,0,11,10,2021,218.68
2073,1,0,1,15,3,2002,259.09
1223,0,0,1,4,9,2024,188.76
2317,0,1,1,3,3,2009,255.44
1527,0,0,0,7,8,1996,205.28
2386,1,0,1,2,9,2021,328.21
631,1,1,1,6,7,2009,196.03
3390,1,0,0,4,6,1984,372.88
654,1,0,1,4,9,2018,195.5
1032,1,0,1,1,8,1984,211.87
1182,0,1,1,11,2,2013,141.52
2171,0,1,1,6,4,2000,245
1027,1,0,0,12,3,2014,150.57
1987,1,0,0,3,10,2007,309.48
808,1,1,1,2,9,2010,236.27
3645,0,1,0,1,2,1982,311.87
3398,0,1,1,14,3,2020,343.76
3743,0,1,1,13,3,2013,361.3
3277,0,0,0,3,2,1994,257.7
2245,1,1,0,7,5,2012,302.41
3228,0,1,0,9,8,2002,329.78
2860,1,1,0,8,2,2011,324.28
984,0,1,1,2,9,1986,170.23
3385,1,0,0,4,8,1995,397.01
605,0,0,1,5,8,1982,121.84
750,0,1,0,13,9,1981,147.08
3547,0,0,0,13,8,1994,354.32
3174,1,0,1,15,8,1988,374.23
801,1,0,1,12,7,1996,165.14
645,1,1,0,12,5,1988,139.52
1739,1,1,0,3,6,1982,261.61
1288,1,0,1,2,6,2009,233.38
2857,0,0,0,11,4,1981,238.73
2335,1,1,0,2,4,2019,283.65
1986,0,0,1,3,6,2002,216.63
3422,1,0,0,8,3,1995,318.99
3594,1,1,1,14,3,2022,397.8
787,0,0,1,8,3,1988,109.25
2078,1,0,0,12,7,1990,273.26
1866,0,1,1,2,6,1989,209.46
3549,1,1,0,1,9,1989,437.97
1736,0,1,1,5,2,2024,194.73
2332,0,0,1,5,8,2001,276.8
2525,0,0,1,2,4,2008,258.25
1035,0,1,1,6,3,1981,135.6
2268,0,1,1,7,5,1991,261.34
2834,0,1,1,4,7,2008,326.35
1230,1,1,1,10,5,1995,215.54
2053,0,0,1,3,3,1990,192.93
1665,0,0,0,14,7,1994,177.2
2992,1,0,0,9,5,1987,311.96
3232,0,1,1,2,3,2003,309.46
1907,0,1,0,13,2,1984,178.7
1816,1,1,0,11,2,2009,234.23
593,1,1,1,9,5,2012,192.47
2893,0,1,0,4,6,1994,298.78
3574,1,1,0,10,2,2002,372.62
2919,0,1,1,10,9,1989,327.08
724,1,0,1,14,5,2018,174.73
2006,1,0,1,13,4,1995,243.55
1413,0,0,1,13,10,2009,233.45
3730,1,1,0,2,9,1993,458.76
3329,0,1,0,8,5,2010,317.22
3031,0,1,0,10,5,2000,282.22
2839,1,1,0,14,4,2023,355.05
2272,1,1,1,15,6,2001,332.78
3762,1,1,1,15,8,1996,448
2699,1,1,0,2,6,1981,316.83
771,1,0,1,5,9,2005,208.41
2236,1,0,1,6,9,1988,321.44
3108,0,1,0,2,6,1992,302.35
3703,1,0,1,9,10,1983,450.83
1451,1,1,1,2,2,1990,202.06
639,0,0,1,3,3,2023,108.43
604,0,0,1,11,7,2019,124.03
1388,0,1,1,11,8,1990,189.07
2217,0,0,1,15,3,1987,210.57
3754,1,1,0,6,9,2006,448.44
2634,1,0,1,15,5,2004,330.8
2043,1,0,1,12,7,1997,297.72
2731,1,1,0,15,5,2019,345.8
2789,1,0,0,3,9,2008,362.85
805,1,0,0,6,10,1992,190.84
3675,1,1,0,1,4,1980,380.69
1711,1,1,0,12,8,2006,286.07
1150,0,1,1,11,8,2016,187.51
3024,1,1,0,2,10,1981,375.67
3336,0,0,1,6,8,1991,352.09
1043,0,0,1,9,6,2015,162.37
1676,0,1,0,7,10,2007,235.19
996,0,1,1,12,9,1993,186.14
3962,0,1,0,10,10,1985,398.02
2720,1,1,0,10,6,1992,315.12
1240,0,0,0,10,8,2020,173.34
915,0,0,0,2,4,2006,105.9
3320,0,1,1,9,4,1991,303.82
696,1,1,0,9,3,1998,148.65
1850,0,0,0,5,9,2016,247.99
1625,0,1,1,12,4,2009,177.65
3633,0,1,0,11,7,2024,369.83
2279,0,1,0,11,9,2010,293.41
2869,0,0,1,10,3,2002,272.65
1040,1,0,1,14,9,2018,216.4
1160,1,0,0,2,6,2011,208
1808,0,1,1,10,10,1992,259.83
1532,1,1,0,12,10,1989,281.64
1749,0,0,1,1,8,2005,215.01
2670,1,1,1,10,6,1992,347.68
3447,1,1,1,11,5,2021,426.74
527,0,0,0,3,10,2021,131.71
1892,0,1,1,7,9,1980,262.91
2147,1,0,1,12,4,2019,257.97
3770,1,0,0,8,10,2004,428.89
2860,0,1,0,7,2,2020,255.89
2224,0,1,1,10,6,1996,275.13
2563,0,1,1,4,6,2022,279.45
2329,1,0,1,7,2,1981,230.02
3048,1,0,0,6,8,2019,368.54
3030,0,0,1,3,2,2023,285.47
3230,1,0,1,1,3,1991,351.89
2680,0,1,1,2,9,1995,307.4
2828,0,1,0,13,8,2016,330.38
3962,0,0,1,8,6,2005,393.46
3994,0,1,1,11,5,1998,376.62
2277,1,0,1,9,2,1998,257.61
933,0,1,1,14,6,1997,168.18
1498,1,1,1,6,9,1992,269.42
3834,1,1,0,13,9,2012,446.27
3237,0,1,1,7,9,1996,376.11
645,0,0,1,15,4,2020,115.73
1996,0,1,0,12,6,2008,231.47
1762,1,0,0,9,7,1983,242.98
922,0,1,1,8,8,1987,178.17
3758,1,0,0,9,6,2010,408.32
2066,0,1,1,13,4,2022,241.76
3758,1,1,1,1,5,1980,419.5
2779,0,0,1,3,3,1985,260.22
3188,1,0,1,14,2,2017,342.19
669,0,1,1,8,4,2008,137.55
3652,1,1,1,13,7,1992,424.11
3981,1,1,1,5,9,2008,475.52
989,1,0,1,1,6,1998,173.76
981,0,0,0,3,5,2001,125.74
1129,0,1,0,1,7,2001,159.11
3914,0,0,1,12,2,2002,321.45
884,0,0,1,10,7,1995,138.86
695,0,0,0,1,6,1992,106.2
770,0,1,1,8,10,2008,197.63
3456,1,1,0,5,3,1984,348.74
943,1,0,1,5,4,2009,183.94
3719,0,0,1,3,9,2001,382.09
3226,1,1,1,9,10,2017,444.64
1229,0,1,0,10,5,2024,165.2
2644,1,0,1,12,4,1995,301.55
3708,0,0,0,15,6,2021,373.74
3201,0,0,0,10,3,1993,285.61
3702,1,1,0,4,3,2013,372.51
646,0,0,0,5,2,2000,68.38
1219,0,1,0,1,7,2014,197.29
3368,1,0,1,4,3,2015,368.44
2359,1,1,1,10,8,1991,327.96
2612,1,0,1,3,7,2007,338.31
2373,1,1,1,8,7,1992,312.09
3207,1,0,0,5,6,2016,362.49
1803,1,0,1,2,8,1987,274.82
3668,0,0,0,13,9,2008,367.43
1078,0,1,1,6,6,1999,148.73
1016,1,0,0,10,9,1988,210.36
1203,1,1,1,7,3,1991,187.52
3447,0,1,0,10,2,1991,312.21
2380,0,0,0,2,4,1984,220.8
2648,1,1,0,8,5,2017,346.74
980,1,0,1,8,10,1992,215.64
1989,0,1,1,10,7,2009,272.33
664,1,1,0,14,7,2010,169.79
3667,1,1,0,6,5,1993,413.69
1558,1,0,1,3,10,2003,263.86
3799,1,1,1,5,10,1987,467.22
3420,0,0,1,14,9,2006,359.59
3543,1,1,1,11,4,1988,404.39
2319,0,0,0,3,7,2002,237.51
3903,0,1,0,6,2,1981,332.41
1729,1,0,1,15,9,2021,273.09
1018,1,1,1,1,6,1988,200.28
2578,1,1,1,12,10,2005,363.68
3765,0,0,1,3,8,1992,363.72
1458,0,1,1,10,3,1983,168.21
2449,1,0,0,2,8,2020,311.43
732,0,0,1,3,9,1983,157.69
644,0,0,1,4,6,1990,113.75
2601,0,0,1,10,9,1995,316.18
3059,1,1,0,11,10,1982,406.22
1308,0,1,0,6,6,1980,155.11
2627,0,0,0,6,4,2017,256.24
1691,0,1,1,14,8,2010,228.67
562,0,1,0,9,2,2013,94.55
3038,1,0,0,15,3,2003,295.12
820,1,1,1,13,10,2008,259.41
1376,1,0,1,4,6,2006,225.79
3681,1,0,0,12,10,1996,438.45
661,1,0,1,8,10,2020,228.64
615,1,0,0,10,7,1982,152.73
3684,1,1,1,9,3,2016,391.51
3498,1,1,0,4,7,2010,429.94
1418,0,0,1,7,7,2006,178.12
1439,0,1,0,7,6,1990,185.61
2751,1,1,0,12,4,2023,337.7
1520,0,0,0,5,4,1998,144.2
1842,0,1,1,9,4,2020,224.11
2801,1,1,0,13,5,1986,317.74
1916,0,0,0,13,6,2002,188.49
537,0,0,0,10,6,1991,90.06
1603,1,0,1,1,2,2003,196.09
3360,1,0,1,9,3,1981,346.1
2613,1,1,0,1,4,2023,316.91
1954,0,0,1,10,4,1989,209.94
1620,0,0,1,6,6,2018,220.32
1382,0,0,1,9,7,2020,192.14
1729,1,1,0,4,8,2005,274.07
2805,0,1,0,3,3,1999,280.34
3715,0,0,0,5,2,2009,315.54
1677,0,1,1,8,9,2001,243.93
2207,0,0,1,11,8,2011,261.26
1953,0,1,1,11,7,2001,261.69
2778,1,0,1,6,3,2004,286.97
2332,1,1,0,2,8,2002,322.51
755,1,0,0,5,9,2013,187.8
2575,0,1,0,1,2,2003,232.75
1363,0,0,0,12,6,2014,144.29
940,1,1,0,4,6,1990,188.67
3814,1,1,0,2,4,2006,386.07
1084,0,1,0,14,4,2007,131.56
1710,0,1,1,15,7,1991,236.69
3349,1,0,1,10,4,2001,358.95
3846,0,1,1,2,5,1982,387.93
3070,0,0,1,8,3,2001,259.32
1344,1,1,0,9,2,1999,203.17
2256,0,1,0,14,4,1987,214.13
3031,0,1,0,15,2,1990,248.05
3234,0,1,0,3,4,1986,292.64
3051,1,0,0,5,4,2006,321.98
2961,0,0,0,9,4,2004,247.99
914,0,1,0,6,10,1986,172.74
711,1,1,0,14,4,2021,183.64
596,0,0,0,5,5,2005,71.63
1029,0,0,0,7,3,1980,90.08
3545,0,0,0,10,9,1980,343.84
2653,1,1,1,13,7,1999,352.25
3312,1,1,0,9,9,1988,404.55
1695,0,0,1,4,10,2006,253.87
3495,0,1,1,2,4,1997,354.39
3581,0,0,0,14,9,2014,370.71
1714,0,0,0,12,2,2017,139.05
2512,0,0,1,15,8,1983,276.54
3920,1,0,0,3,4,2002,396.96
3146,0,0,1,9,5,1996,315.12
2269,1,0,1,12,5,2014,286.48
1674,1,0,1,14,6,1991,257.82
927,0,1,1,7,7,2009,167.29
1261,1,0,1,2,2,2000,189.55
1240,0,0,1,6,9,2005,195.57
3458,1,1,1,11,2,1981,358.42
3921,0,0,0,10,8,1981,389.87
2970,0,0,1,4,10,1987,328.72
917,1,0,1,9,6,2012,199.52
3604,0,1,1,11,8,2008,380.43
2079,1,0,1,13,4,2000,259.66
3645,1,1,1,14,6,2003,406.12
3386,1,0,0,4,5,2010,363.4
837,1,0,0,1,5,1992,140.16
1848,0,0,1,10,4,2021,196.61
2134,0,1,0,7,10,2007,289.09
2339,1,0,1,13,4,2024,305.76
1459,1,0,0,9,10,1985,265.04
3860,0,0,1,12,8,2018,417.82
2107,1,1,1,13,2,2020,278.29
3485,0,1,0,14,8,1985,350.68
1105,0,1,0,9,9,1990,164.24
2583,1,1,1,9,8,2000,343.95
2616,0,0,1,6,2,2018,245.88
653,1,0,1,10,4,2021,147.54
3130,1,0,0,12,7,1988,351.22
1864,0,0,1,4,9,1989,249.97
2809,1,1,0,3,8,2023,389.01
3202,1,1,1,12,8,2023,409.96
2154,1,1,0,3,3,1999,252.32
2907,1,1,0,6,5,1984,323.62
2317,1,1,0,2,8,1986,310.38
2048,0,1,0,1,5,2018,230.96
707,0,1,0,7,6,2024,129.56
3098,1,0,0,10,10,2011,372.11
3012,1,1,1,6,2,1987,309.68
3759,1,1,1,13,9,1984,449.09
3678,1,1,1,10,10,1991,477.09
3981,1,0,1,7,7,2003,455.21
772,0,1,1,3,3,1980,120.77
3444,0,1,1,11,9,2010,374.19
1368,1,0,1,8,8,2016,267.08
1077,1,0,1,10,6,1993,197.19
2062,0,0,1,15,9,1982,241.73
2317,1,1,0,11,6,2023,324.87
3095,0,0,1,3,2,2021,295.34
3663,1,0,1,4,2,2008,384.6
3790,1,1,1,2,4,2011,408.79
3295,1,0,1,2,4,2020,346.6
1007,0,1,1,15,7,2009,197.49
2725,1,0,1,3,10,1980,349.99
1468,0,1,0,5,7,1992,201.62
666,1,0,0,14,9,1984,156.86
1295,0,0,0,14,4,2003,129.84
3082,0,1,1,1,8,2024,363.78
2393,1,1,0,6,6,2018,320.51
1952,1,0,0,15,7,1982,246.92
706,0,1,0,4,4,2017,97.84
1833,0,0,0,7,10,2009,252.1
1955,1,1,0,8,9,1993,319.11
2389,1,0,0,2,10,2010,325.82
2932,1,1,1,8,9,2022,389.17
3625,1,0,0,8,5,2004,382.7
1085,1,0,0,1,7,2015,189.94
1317,1,1,1,2,10,2017,270.36
3383,0,1,0,12,7,1990,336.8
3939,1,1,0,7,8,1999,450.07
1825,0,1,1,5,7,1992,238.68
1117,1,0,0,15,4,2006,163.92
3784,0,0,0,2,5,1997,353.79
2875,1,1,1,12,8,1991,390.92
2813,1,1,1,5,2,2003,308.88
726,0,1,0,9,10,1989,177.08
1303,0,0,1,3,4,2012,163.57
2104,1,0,1,13,4,1988,274.52
1424,1,0,0,14,6,1991,190.46
1624,0,0,1,15,6,2000,175.24
1834,1,1,1,9,10,2020,344.1
3697,1,0,0,5,9,2024,434.25
3523,1,1,1,7,4,2024,389.24
655,0,1,0,8,9,2014,161.04
2644,0,0,0,12,9,2007,274.72
3308,0,1,1,11,2,1984,316.87
2115,0,0,1,11,10,2004,263.04
2766,1,0,1,12,6,2023,337.4
2819,0,1,0,9,4,2015,284.3
943,0,1,0,6,7,2006,161.63
901,0,0,0,6,3,1988,84.83
3543,0,0,1,1,10,1983,393.53
1022,0,1,0,15,3,1994,131.5
672,0,0,0,6,10,1984,145.74
652,1,0,0,5,5,2008,161.23
3594,0,1,0,9,4,2024,356.84
1439,0,0,1,1,7,1982,161.91
3240,1,0,1,12,10,1997,414.55
1025,0,0,1,6,9,2009,186.69
2680,0,0,0,15,2,2003,206.02
684,0,0,0,15,6,2010,127.11
994,0,0,1,15,6,2009,148.4
3025,1,1,1,13,5,2014,382.96
2602,1,1,0,8,9,2015,350.43
3693,1,0,1,9,6,2018,418.84
2486,0,0,1,9,3,2021,228.38
748,1,0,0,1,10,2016,205.49
1380,0,0,1,1,2,1999,133.55
1592,1,1,1,5,2,1991,224.24
1097,1,1,1,10,9,2012,249.85
1409,0,0,1,2,9,1995,187.21
1507,1,0,1,1,4,2021,237.98
920,0,1,1,10,10,2003,194.48
2576,1,0,0,10,3,2004,278.06
1955,1,1,1,14,4,2012,271.79
3913,0,1,1,1,10,2009,430.44
2604,0,1,0,8,6,1995,288.67
883,1,0,1,6,8,1991,210.74
1592,1,1,0,14,10,2017,309.1
2196,0,0,1,8,5,2008,251.74
718,1,0,0,10,2,1980,87.51
1309,1,1,0,11,10,2004,282.26
630,0,1,0,13,9,1987,158.39
3446,1,1,0,5,2,2009,358.29
3325,0,0,0,10,2,2016,295.08
2615,0,1,1,11,3,2022,285.58
2647,1,1,0,2,9,2008,351.79
1347,1,1,1,8,5,1993,227.53
2557,1,1,0,10,2,1980,261.75
2529,0,0,0,9,4,1980,211.89
3350,0,0,1,3,7,1994,322.18
2870,1,0,1,1,9,2013,366.8
3910,1,0,1,9,10,1980,451.07
2021,1,0,1,6,6,2002,276.12
1741,0,1,0,15,2,1991,180.47
1532,1,0,0,14,2,2016,185.19
704,0,0,1,8,9,2011,158.12
1712,0,1,0,12,5,2014,188.55
1004,0,1,0,5,7,2010,176.84
1431,1,0,0,14,2,1985,151.79
1241,1,1,1,8,5,1986,233.3
3940,0,0,0,13,10,2020,402.9
738,1,0,0,9,2,2007,109.76
2013,1,1,0,13,9,2015,308.55
788,1,0,1,5,7,2004,196.92
2958,0,1,1,1,6,1980,304.85
3909,0,0,1,12,7,2013,403.68
1356,1,1,0,11,9,2003,243.9
3729,1,0,0,2,5,1988,378.7
3617,0,0,1,11,9,1980,365.3
2433,0,1,1,3,2,1994,243.24
